"ref_area.label","indicator.label","source.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2015",28.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2014",28.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Mauritius","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Continuous Multi-Purpose Household Survey","2013",32.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old"
"Malawi","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",15.6,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2020",24.9,,,,"Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",23.3,,,,"Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",24.6,,,,"Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",22.1,,,,"Employment definition: Excluding own-use production workers | Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",20.4,,,,"Population coverage: Excluding institutional population | Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",22.5,,,,"Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",22.2,,,,"Age coverage - maximum age: 64 years old"
"Malaysia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",22.1,,,,"Age coverage - maximum age: 64 years old"
"Namibia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",43.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Namibia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",39.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Namibia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",44,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Namibia","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",42.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Niger","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - National Survey on Employment and the Informal Sector","2017",49.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Socio Economic Survey","2019",64.4,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nigeria","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - General Household Survey","2013",30.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nicaragua","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - National Household Survey on Measuring Living Conditions","2014",35.2,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Niue","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2017",39.8,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",28.4,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",26,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",26.2,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",27.1,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",25.7,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",26.6,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",25.4,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",26,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",25.5,,,,"Repository: Eurostat special tabulation"
"Netherlands","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",24.6,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2022",33.2,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2021",33.5,"Break in series",,"Break in series: Methodology revised","Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2020",34,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2019",34.5,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2018",35.6,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2017",38.3,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2016",37.9,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2015",36,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2014",35.5,,,,"Repository: Eurostat special tabulation"
"Norway","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - EU Labour Force Survey","2013",32.9,,,,"Repository: Eurostat special tabulation"
"Nepal","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2017",13.2,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Nauru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HIES - Household Income and Expenditure Survey","2013",36.1,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Nauru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","PC - Population Census","2021",57.6,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Oman","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","OE - Official Estimates","2021",28.7,,,,"Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts"
"Oman","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","OE - Official Estimates","2020",25.9,,,,"Employment definition: Excluding own-use production workers | Population coverage: Excluding armed forces and/or conscripts | Age coverage - maximum age: 65 years old"
"Oman","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","OE - Official Estimates","2018",15.3,,,,"Data reference period: December | Age coverage - maximum age: 65 years old"
"Oman","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","OE - Official Estimates","2016",11.1,,,,"Age coverage - maximum age: 65 years old"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2021",5.7,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2019",4.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2018",4.9,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2016",2.9,,,,"Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 70 years old"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2015",2.9,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2014",4.2,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Pakistan","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Force Survey","2013",3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2021",46.1,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2020",45.8,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2019",47.4,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2018",48.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2017",42.7,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2016",42.5,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2015",44,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2014",42.6,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Labour Market Survey","2013",41.8,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: August"
"Panama","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - Multipurpose Household Survey","2022",39.3,,,,"Repository: ILO-STATISTICS - Micro data processing | Data reference period: October"
"Peru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","LFS - Permanent Employment Survey, National","2022",31.3,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Peru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - National Household Survey","2021",35.4,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Peru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - National Household Survey","2020",34.7,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Peru","SDG indicator 5.5.2 - Proportion of women in managerial positions (%)","HS - National Household Survey","2019",30.3,,,,"Repository: ILO-STATISTICS - Micro data processing"
